schedule,subject_id,n_trials,Ep_pub,Ep_fix,Elogp_pub,Elogp_fix
schedule_2,schedule_2/1609526274_33.csv,100,0.689104688062698,0.701938919575633,-0.498924490800418,-0.480357906559594
schedule_2,schedule_2/1609527333_7.csv,100,0.584431688697024,0.600674067491393,-0.677988936704971,-0.645992482577467
schedule_2,schedule_2/1609527824_99.csv,100,0.614341838561116,0.62034135967304,-0.670419895547577,-0.651368548665006
schedule_2,schedule_2/1609702145_7.csv,100,0.54096552674437,0.552609142867323,-0.825307485050444,-0.800693809903453
schedule_2,schedule_2/1609702174_68.csv,100,0.571732783698847,0.577436239101445,-0.791850510270214,-0.784120464322798
schedule_2,schedule_2/1609702203_97.csv,100,0.618520227792079,0.6185036779822,-0.671442811874928,-0.674298827144232
schedule_2,schedule_2/1609702229_47.csv,100,0.621092881611411,0.638031849547558,-0.646645489119234,-0.614690356273347
schedule_2,schedule_2/1609702250_5.csv,100,0.687720256511624,0.70775874365491,-0.487704374985828,-0.456738751073835
schedule_2,schedule_2/1609702264_10.csv,100,0.643085504708298,0.66884680517314,-0.553782204621106,-0.511532330659006
schedule_2,schedule_2/1609702295_79.csv,100,0.582405197629127,0.585297018097321,-0.68985091273974,-0.686624124342292
schedule_2,schedule_2/1609702314_49.csv,100,0.580418686004697,0.591998382065029,-0.77578681530042,-0.756017521736357
schedule_2,schedule_2/1609702322_29.csv,100,0.718919666679911,0.744989619152404,-0.457787860768768,-0.424025046528347
schedule_2,schedule_2/1609702399_83.csv,100,0.554467766886221,0.574788354175845,-0.823670489265984,-0.792400907313156
schedule_2,schedule_2/1609702522_34.csv,100,0.704430062970322,0.70483014466584,-0.467468769244127,-0.491526873465865
schedule_2,schedule_2/1609704285_30.csv,100,0.496561639713094,0.493661418609119,-0.854766683140992,-0.859424860903268
