trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_Original,RT_Clipped,RT_Net,RT_zscore,subject_file,schedule
35,59:52.0,FALSE,RIGHT,2904,0,1,1,0,TRUE,2904,2904,1404,0.22,1611089881_64.csv,schedule_4
36,59:54.8,FALSE,RIGHT,2824,1,1,1,1,TRUE,2824,2824,1324,0.065,1611089881_64.csv,schedule_4
37,59:57.6,TRUE,LEFT,2865,1,1,1,1,TRUE,2865,2865,1365,0.144,1611089881_64.csv,schedule_4
38,00:00.6,FALSE,RIGHT,2991,1,1,1,1,TRUE,2991,2991,1491,0.389,1611089881_64.csv,schedule_4
39,00:03.9,TRUE,LEFT,3056,0,1,0,1,TRUE,3056,3056,1556,0.515,1611089881_64.csv,schedule_4
40,00:06.6,TRUE,LEFT,2912,0,0,0,0,TRUE,2912,2912,1412,0.235,1611089881_64.csv,schedule_4
41,00:09.0,TRUE,LEFT,2432,1,0,1,0,TRUE,2432,2432,932,-0.695,1611089881_64.csv,schedule_4
42,00:12.0,FALSE,RIGHT,2984,0,0,0,0,TRUE,2984,2984,1484,0.375,1611089881_64.csv,schedule_4
43,00:14.4,FALSE,RIGHT,2416,0,0,0,0,TRUE,2416,2416,916,-0.726,1611089881_64.csv,schedule_4
44,00:16.9,FALSE,RIGHT,2512,1,0,0,1,TRUE,2512,2512,1012,-0.54,1611089881_64.csv,schedule_4
45,00:19.8,TRUE,LEFT,2816,0,0,0,0,TRUE,2816,2816,1316,0.049,1611089881_64.csv,schedule_4
46,00:22.8,FALSE,RIGHT,3000,0,0,0,0,TRUE,3000,3000,1500,0.406,1611089881_64.csv,schedule_4
47,00:25.2,TRUE,LEFT,2456,0,0,0,0,TRUE,2456,2456,956,-0.648,1611089881_64.csv,schedule_4
48,00:27.6,TRUE,LEFT,2368,0,0,0,0,TRUE,2368,2368,868,-0.819,1611089881_64.csv,schedule_4
49,00:30.0,TRUE,LEFT,2464,0,0,0,0,TRUE,2464,2464,964,-0.633,1611089881_64.csv,schedule_4
50,00:32.6,TRUE,LEFT,2536,0,0,0,0,TRUE,2536,2536,1036,-0.493,1611089881_64.csv,schedule_4
51,00:35.1,TRUE,LEFT,2488,0,0,0,0,TRUE,2488,2488,988,-0.586,1611089881_64.csv,schedule_4
52,00:38.0,TRUE,LEFT,2952,0,0,0,0,TRUE,2952,2952,1452,0.313,1611089881_64.csv,schedule_4
53,00:40.5,TRUE,LEFT,2432,1,0,1,0,TRUE,2432,2432,932,-0.695,1611089881_64.csv,schedule_4
54,00:43.3,FALSE,RIGHT,2888,1,0,0,1,TRUE,2888,2888,1388,0.189,1611089881_64.csv,schedule_4
55,00:46.3,TRUE,LEFT,2992,0,0,0,0,TRUE,2992,2992,1492,0.391,1611089881_64.csv,schedule_4
56,00:49.1,FALSE,RIGHT,2792,1,0,0,1,TRUE,2792,2792,1292,0.003,1611089881_64.csv,schedule_4
57,00:52.1,FALSE,RIGHT,2928,0,0,0,0,TRUE,2928,2928,1428,0.266,1611089881_64.csv,schedule_4
58,00:54.8,TRUE,LEFT,2735,0,0,0,0,TRUE,2735,2735,1235,-0.108,1611089881_64.csv,schedule_4
59,00:57.6,TRUE,LEFT,2769,0,0,0,0,TRUE,2769,2769,1269,-0.042,1611089881_64.csv,schedule_4
60,01:00.1,FALSE,RIGHT,2544,0,0,0,0,TRUE,2544,2544,1044,-0.478,1611089881_64.csv,schedule_4
61,01:03.0,TRUE,LEFT,2808,1,0,1,0,TRUE,2808,2808,1308,0.034,1611089881_64.csv,schedule_4
62,01:05.7,TRUE,LEFT,2776,0,1,0,1,TRUE,2776,2776,1276,-0.028,1611089881_64.csv,schedule_4
63,01:08.6,FALSE,RIGHT,2919,0,0,0,0,TRUE,2919,2919,1419,0.249,1611089881_64.csv,schedule_4
64,01:11.1,TRUE,LEFT,2497,0,0,0,0,TRUE,2497,2497,997,-0.569,1611089881_64.csv,schedule_4
65,01:13.4,TRUE,LEFT,2303,0,0,0,0,TRUE,2303,2303,803,-0.945,1611089881_64.csv,schedule_4
66,01:15.8,TRUE,LEFT,2377,0,0,0,0,TRUE,2377,2377,877,-0.801,1611089881_64.csv,schedule_4
67,01:18.2,TRUE,LEFT,2439,0,0,0,0,TRUE,2439,2439,939,-0.681,1611089881_64.csv,schedule_4
68,01:20.6,TRUE,LEFT,2401,1,0,1,0,TRUE,2401,2401,901,-0.755,1611089881_64.csv,schedule_4
69,01:23.4,TRUE,LEFT,2775,0,1,0,1,TRUE,2775,2775,1275,-0.03,1611089881_64.csv,schedule_4
70,01:26.1,FALSE,RIGHT,2729,0,0,0,0,TRUE,2729,2729,1229,-0.119,1611089881_64.csv,schedule_4
71,01:28.7,FALSE,RIGHT,2519,1,0,0,1,TRUE,2519,2519,1019,-0.526,1611089881_64.csv,schedule_4
72,01:31.2,FALSE,RIGHT,2585,0,0,0,0,TRUE,2585,2585,1085,-0.398,1611089881_64.csv,schedule_4
73,01:33.7,FALSE,RIGHT,2447,0,0,0,0,TRUE,2447,2447,947,-0.666,1611089881_64.csv,schedule_4
74,01:36.1,FALSE,RIGHT,2417,0,0,0,0,TRUE,2417,2417,917,-0.724,1611089881_64.csv,schedule_4
75,01:38.5,FALSE,RIGHT,2432,0,0,0,0,TRUE,2432,2432,932,-0.695,1611089881_64.csv,schedule_4
76,01:41.0,FALSE,RIGHT,2479,0,0,0,0,TRUE,2479,2479,979,-0.604,1611089881_64.csv,schedule_4
77,01:43.5,FALSE,RIGHT,2456,0,0,0,0,TRUE,2456,2456,956,-0.648,1611089881_64.csv,schedule_4
78,01:45.9,FALSE,RIGHT,2400,0,0,0,0,TRUE,2400,2400,900,-0.757,1611089881_64.csv,schedule_4
79,01:48.4,FALSE,RIGHT,2513,0,0,0,0,TRUE,2513,2513,1013,-0.538,1611089881_64.csv,schedule_4
80,01:51.0,TRUE,LEFT,2632,0,0,0,0,TRUE,2632,2632,1132,-0.307,1611089881_64.csv,schedule_4
81,01:53.6,FALSE,RIGHT,2568,0,0,0,0,TRUE,2568,2568,1068,-0.431,1611089881_64.csv,schedule_4
82,01:56.1,FALSE,RIGHT,2487,0,1,1,0,TRUE,2487,2487,987,-0.588,1611089881_64.csv,schedule_4
83,01:58.5,FALSE,RIGHT,2448,1,0,0,1,TRUE,2448,2448,948,-0.664,1611089881_64.csv,schedule_4
84,02:01.4,FALSE,RIGHT,2928,0,0,0,0,TRUE,2928,2928,1428,0.266,1611089881_64.csv,schedule_4
85,02:04.1,TRUE,LEFT,2609,0,0,0,0,TRUE,2609,2609,1109,-0.352,1611089881_64.csv,schedule_4
86,02:06.5,FALSE,RIGHT,2439,0,0,0,0,TRUE,2439,2439,939,-0.681,1611089881_64.csv,schedule_4
87,02:09.3,FALSE,RIGHT,2456,0,0,0,0,TRUE,2456,2456,956,-0.648,1611089881_64.csv,schedule_4
88,02:11.4,FALSE,RIGHT,2481,0,0,0,0,TRUE,2481,2481,981,-0.6,1611089881_64.csv,schedule_4
89,02:13.8,FALSE,RIGHT,2423,0,0,0,0,TRUE,2423,2423,923,-0.712,1611089881_64.csv,schedule_4
90,02:16.3,FALSE,RIGHT,2441,0,0,0,0,TRUE,2441,2441,941,-0.677,1611089881_64.csv,schedule_4
91,02:18.8,FALSE,RIGHT,2495,0,0,0,0,TRUE,2495,2495,995,-0.573,1611089881_64.csv,schedule_4
92,02:21.2,FALSE,RIGHT,2392,0,1,1,0,TRUE,2392,2392,892,-0.772,1611089881_64.csv,schedule_4
93,02:23.6,FALSE,RIGHT,2400,0,1,1,0,TRUE,2400,2400,900,-0.757,1611089881_64.csv,schedule_4
94,02:26.0,FALSE,RIGHT,2384,1,0,0,1,TRUE,2384,2384,884,-0.788,1611089881_64.csv,schedule_4
95,02:29.2,FALSE,RIGHT,3112,1,0,0,1,TRUE,3112,3112,1612,0.623,1611089881_64.csv,schedule_4
96,02:32.2,FALSE,RIGHT,3105,1,0,0,1,TRUE,3105,3105,1605,0.61,1611089881_64.csv,schedule_4
97,02:35.2,FALSE,RIGHT,3007,1,1,1,1,TRUE,3007,3007,1507,0.42,1611089881_64.csv,schedule_4
98,02:38.4,FALSE,RIGHT,3168,1,0,0,1,TRUE,3168,3168,1668,0.732,1611089881_64.csv,schedule_4
99,02:41.3,FALSE,RIGHT,2920,1,0,0,1,TRUE,2920,2920,1420,0.251,1611089881_64.csv,schedule_4
0,58:24.6,TRUE,RIGHT,7829,1,0,1,0,TRUE,7829,7829,6329,3.289,1611089896_38.csv,schedule_4
1,58:35.1,TRUE,RIGHT,10532,1,0,1,0,TRUE,10532,10532,9032,5.726,1611089896_38.csv,schedule_4
2,58:42.1,FALSE,LEFT,6970,0,0,0,0,TRUE,6970,6970,5470,2.515,1611089896_38.csv,schedule_4
3,58:47.3,FALSE,LEFT,5229,0,0,0,0,TRUE,5229,5229,3729,0.946,1611089896_38.csv,schedule_4
4,58:51.2,TRUE,RIGHT,3927,0,0,0,0,TRUE,3927,3927,2427,-0.228,1611089896_38.csv,schedule_4
5,58:57.7,TRUE,RIGHT,6482,0,0,0,0,TRUE,6482,6482,4982,2.075,1611089896_38.csv,schedule_4
6,59:02.5,TRUE,RIGHT,4767,0,0,0,0,TRUE,4767,4767,3267,0.53,1611089896_38.csv,schedule_4
7,59:06.7,FALSE,LEFT,4185,0,0,0,0,TRUE,4185,4185,2685,0.005,1611089896_38.csv,schedule_4
8,59:11.4,FALSE,LEFT,4745,0,0,0,0,TRUE,4745,4745,3245,0.51,1611089896_38.csv,schedule_4
9,59:15.7,TRUE,RIGHT,4273,0,0,0,0,TRUE,4273,4273,2773,0.084,1611089896_38.csv,schedule_4
10,59:20.2,FALSE,LEFT,4544,0,1,1,0,TRUE,4544,4544,3044,0.329,1611089896_38.csv,schedule_4
11,59:24.4,TRUE,RIGHT,4161,1,0,1,0,TRUE,4161,4161,2661,-0.017,1611089896_38.csv,schedule_4
12,59:29.0,FALSE,LEFT,4582,1,1,1,1,TRUE,4582,4582,3082,0.363,1611089896_38.csv,schedule_4
13,59:32.9,TRUE,RIGHT,3901,1,1,1,1,TRUE,3901,3901,2401,-0.251,1611089896_38.csv,schedule_4
14,59:36.9,TRUE,RIGHT,4075,1,1,1,1,TRUE,4075,4075,2575,-0.094,1611089896_38.csv,schedule_4
15,59:41.5,FALSE,LEFT,4528,1,0,0,1,TRUE,4528,4528,3028,0.314,1611089896_38.csv,schedule_4
16,59:45.8,TRUE,RIGHT,4308,0,0,0,0,TRUE,4308,4308,2808,0.116,1611089896_38.csv,schedule_4
17,59:49.9,TRUE,RIGHT,4148,0,0,0,0,TRUE,4148,4148,2648,-0.028,1611089896_38.csv,schedule_4
18,59:53.8,FALSE,LEFT,3924,0,0,0,0,TRUE,3924,3924,2424,-0.23,1611089896_38.csv,schedule_4
19,59:58.4,FALSE,LEFT,4521,0,0,0,0,TRUE,4521,4521,3021,0.308,1611089896_38.csv,schedule_4
20,00:02.3,FALSE,LEFT,3920,0,1,1,0,TRUE,3920,3920,2420,-0.234,1611089896_38.csv,schedule_4
21,00:06.0,TRUE,RIGHT,3720,1,0,1,0,TRUE,3720,3720,2220,-0.414,1611089896_38.csv,schedule_4
22,00:10.2,TRUE,RIGHT,4167,1,1,1,1,TRUE,4167,4167,2667,-0.011,1611089896_38.csv,schedule_4
23,00:14.0,TRUE,RIGHT,3776,1,1,1,1,TRUE,3776,3776,2276,-0.364,1611089896_38.csv,schedule_4
24,00:17.7,TRUE,RIGHT,3725,1,1,1,1,TRUE,3725,3725,2225,-0.41,1611089896_38.csv,schedule_4
25,00:21.8,TRUE,RIGHT,4089,0,1,0,1,TRUE,4089,4089,2589,-0.081,1611089896_38.csv,schedule_4
26,00:25.4,FALSE,LEFT,3631,0,0,0,0,TRUE,3631,3631,2131,-0.494,1611089896_38.csv,schedule_4
27,00:31.0,FALSE,LEFT,5591,0,0,0,0,TRUE,5591,5591,4091,1.272,1611089896_38.csv,schedule_4
28,00:34.4,TRUE,RIGHT,3311,0,0,0,0,TRUE,3311,3311,1811,-0.783,1611089896_38.csv,schedule_4
29,00:38.6,TRUE,RIGHT,4251,0,0,0,0,TRUE,4251,4251,2751,0.065,1611089896_38.csv,schedule_4
30,00:41.9,TRUE,RIGHT,3397,0,0,0,0,TRUE,3397,3397,1897,-0.705,1611089896_38.csv,schedule_4
31,00:45.9,FALSE,LEFT,3852,0,0,0,0,TRUE,3852,3852,2352,-0.295,1611089896_38.csv,schedule_4
32,00:50.3,TRUE,RIGHT,4120,0,0,0,0,TRUE,4120,4120,2620,-0.054,1611089896_38.csv,schedule_4
33,00:53.8,TRUE,RIGHT,3873,0,0,0,0,TRUE,3873,3873,2373,-0.276,1611089896_38.csv,schedule_4
34,00:57.1,FALSE,LEFT,3330,0,1,1,0,TRUE,3330,3330,1830,-0.766,1611089896_38.csv,schedule_4
35,01:01.4,FALSE,LEFT,4276,0,1,1,0,TRUE,4276,4276,2776,0.087,1611089896_38.csv,schedule_4
36,01:05.9,FALSE,LEFT,4494,1,1,1,1,TRUE,4494,4494,2994,0.284,1611089896_38.csv,schedule_4
37,01:10.0,FALSE,LEFT,4040,1,1,1,1,TRUE,4040,4040,2540,-0.126,1611089896_38.csv,schedule_4
38,01:16.0,FALSE,LEFT,3887,1,1,1,1,TRUE,3887,3887,2387,-0.264,1611089896_38.csv,schedule_4
39,01:21.3,TRUE,RIGHT,7412,0,1,0,1,TRUE,7412,7412,5912,2.914,1611089896_38.csv,schedule_4
40,01:29.8,TRUE,RIGHT,6899,0,0,0,0,TRUE,6899,6899,5399,2.451,1611089896_38.csv,schedule_4
41,01:33.1,FALSE,LEFT,4781,0,1,1,0,TRUE,4781,4781,3281,0.542,1611089896_38.csv,schedule_4
42,01:38.4,TRUE,RIGHT,4010,0,0,0,0,TRUE,4010,4010,2510,-0.153,1611089896_38.csv,schedule_4
43,01:43.0,FALSE,LEFT,6060,0,0,0,0,TRUE,6060,6060,4560,1.695,1611089896_38.csv,schedule_4
44,01:47.7,FALSE,LEFT,4123,1,0,0,1,TRUE,4123,4123,2623,-0.051,1611089896_38.csv,schedule_4
45,01:51.4,FALSE,LEFT,3980,0,0,0,0,TRUE,3980,3980,2480,-0.18,1611089896_38.csv,schedule_4
46,01:57.3,TRUE,RIGHT,5807,0,0,0,0,TRUE,5807,5807,4307,1.467,1611089896_38.csv,schedule_4
47,02:02.6,TRUE,RIGHT,5124,0,0,0,0,TRUE,5124,5124,3624,0.851,1611089896_38.csv,schedule_4
48,02:07.6,FALSE,LEFT,4457,0,0,0,0,TRUE,4457,4457,2957,0.25,1611089896_38.csv,schedule_4
49,02:11.1,FALSE,LEFT,4619,0,0,0,0,TRUE,4619,4619,3119,0.396,1611089896_38.csv,schedule_4
50,02:15.5,FALSE,LEFT,3873,0,0,0,0,TRUE,3873,3873,2373,-0.276,1611089896_38.csv,schedule_4
51,02:18.4,TRUE,RIGHT,3408,0,0,0,0,TRUE,3408,3408,1908,-0.695,1611089896_38.csv,schedule_4
52,02:23.4,FALSE,LEFT,3821,0,0,0,0,TRUE,3821,3821,2321,-0.323,1611089896_38.csv,schedule_4
53,02:27.2,TRUE,RIGHT,5193,1,0,1,0,TRUE,5193,5193,3693,0.914,1611089896_38.csv,schedule_4
54,02:31.9,TRUE,RIGHT,3822,0,1,0,1,TRUE,3822,3822,2322,-0.322,1611089896_38.csv,schedule_4
55,02:35.1,TRUE,RIGHT,3996,0,0,0,0,TRUE,3996,3996,2496,-0.165,1611089896_38.csv,schedule_4
56,02:38.7,FALSE,LEFT,3486,1,0,0,1,TRUE,3486,3486,1986,-0.625,1611089896_38.csv,schedule_4
57,02:43.1,FALSE,LEFT,4437,0,0,0,0,TRUE,4437,4437,2937,0.232,1611089896_38.csv,schedule_4
58,02:46.6,TRUE,RIGHT,3516,0,0,0,0,TRUE,3516,3516,2016,-0.598,1611089896_38.csv,schedule_4
59,02:51.1,FALSE,LEFT,4427,0,0,0,0,TRUE,4427,4427,2927,0.223,1611089896_38.csv,schedule_4
60,02:54.4,TRUE,RIGHT,3354,0,0,0,0,TRUE,3354,3354,1854,-0.744,1611089896_38.csv,schedule_4
61,02:57.8,TRUE,RIGHT,3343,1,0,1,0,TRUE,3343,3343,1843,-0.754,1611089896_38.csv,schedule_4
62,03:01.7,TRUE,RIGHT,3951,0,1,0,1,TRUE,3951,3951,2451,-0.206,1611089896_38.csv,schedule_4
63,03:05.2,FALSE,LEFT,3496,0,0,0,0,TRUE,3496,3496,1996,-0.616,1611089896_38.csv,schedule_4
64,03:08.6,FALSE,LEFT,3378,0,0,0,0,TRUE,3378,3378,1878,-0.722,1611089896_38.csv,schedule_4
65,03:11.8,TRUE,RIGHT,3213,0,0,0,0,TRUE,3213,3213,1713,-0.871,1611089896_38.csv,schedule_4
66,03:15.3,TRUE,RIGHT,3539,0,0,0,0,TRUE,3539,3539,2039,-0.577,1611089896_38.csv,schedule_4
67,03:18.6,TRUE,RIGHT,3234,0,0,0,0,TRUE,3234,3234,1734,-0.852,1611089896_38.csv,schedule_4
68,03:22.2,FALSE,LEFT,3623,0,1,1,0,TRUE,3623,3623,2123,-0.501,1611089896_38.csv,schedule_4
69,03:26.2,TRUE,RIGHT,3954,0,1,0,1,TRUE,3954,3954,2454,-0.203,1611089896_38.csv,schedule_4
70,03:29.8,FALSE,LEFT,3583,0,0,0,0,TRUE,3583,3583,2083,-0.538,1611089896_38.csv,schedule_4
71,03:33.1,FALSE,LEFT,3333,1,0,0,1,TRUE,3333,3333,1833,-0.763,1611089896_38.csv,schedule_4
72,03:37.5,FALSE,LEFT,4459,0,0,0,0,TRUE,4459,4459,2959,0.252,1611089896_38.csv,schedule_4
73,03:42.0,TRUE,RIGHT,4108,0,0,0,0,TRUE,4108,4108,2608,-0.064,1611089896_38.csv,schedule_4
74,03:44.9,FALSE,LEFT,3306,0,0,0,0,TRUE,3306,3306,1806,-0.787,1611089896_38.csv,schedule_4
75,03:48.4,FALSE,LEFT,3290,0,0,0,0,TRUE,3290,3290,1790,-0.802,1611089896_38.csv,schedule_4
76,03:51.7,FALSE,LEFT,3421,0,0,0,0,TRUE,3421,3421,1921,-0.684,1611089896_38.csv,schedule_4
77,03:55.2,TRUE,RIGHT,3443,0,0,0,0,TRUE,3443,3443,1943,-0.664,1611089896_38.csv,schedule_4
78,04:00.4,TRUE,RIGHT,4075,0,0,0,0,TRUE,4075,4075,2575,-0.094,1611089896_38.csv,schedule_4
79,04:03.8,TRUE,RIGHT,4608,0,0,0,0,TRUE,4608,4608,3108,0.386,1611089896_38.csv,schedule_4
80,04:07.5,TRUE,RIGHT,3656,0,0,0,0,TRUE,3656,3656,2156,-0.472,1611089896_38.csv,schedule_4
81,04:11.2,FALSE,LEFT,3718,0,0,0,0,TRUE,3718,3718,2218,-0.416,1611089896_38.csv,schedule_4
82,04:14.6,FALSE,LEFT,3457,0,1,1,0,TRUE,3457,3457,1957,-0.651,1611089896_38.csv,schedule_4
83,04:18.3,FALSE,LEFT,3632,1,0,0,1,TRUE,3632,3632,2132,-0.493,1611089896_38.csv,schedule_4
84,04:22.2,FALSE,LEFT,3905,0,0,0,0,TRUE,3905,3905,2405,-0.247,1611089896_38.csv,schedule_4
85,04:25.8,TRUE,RIGHT,3620,0,0,0,0,TRUE,3620,3620,2120,-0.504,1611089896_38.csv,schedule_4
86,04:30.9,TRUE,RIGHT,3542,0,0,0,0,TRUE,3542,3542,2042,-0.575,1611089896_38.csv,schedule_4
87,04:33.4,TRUE,RIGHT,4158,0,0,0,0,TRUE,4158,4158,2658,-0.019,1611089896_38.csv,schedule_4
88,04:36.9,TRUE,RIGHT,3524,0,0,0,0,TRUE,3524,3524,2024,-0.591,1611089896_38.csv,schedule_4
89,04:40.7,TRUE,RIGHT,3759,0,0,0,0,TRUE,3759,3759,2259,-0.379,1611089896_38.csv,schedule_4
90,04:44.0,FALSE,LEFT,3175,0,0,0,0,TRUE,3175,3175,1675,-0.905,1611089896_38.csv,schedule_4
91,04:47.3,TRUE,RIGHT,3340,0,0,0,0,TRUE,3340,3340,1840,-0.757,1611089896_38.csv,schedule_4
92,04:50.3,FALSE,LEFT,3147,0,1,1,0,TRUE,3147,3147,1647,-0.931,1611089896_38.csv,schedule_4
93,04:53.6,TRUE,RIGHT,3161,1,0,1,0,TRUE,3161,3161,1661,-0.918,1611089896_38.csv,schedule_4
94,04:56.9,TRUE,RIGHT,3325,0,1,0,1,TRUE,3325,3325,1825,-0.77,1611089896_38.csv,schedule_4
95,05:00.6,TRUE,RIGHT,3660,0,1,0,1,TRUE,3660,3660,2160,-0.468,1611089896_38.csv,schedule_4
96,05:04.3,FALSE,LEFT,3716,1,0,0,1,TRUE,3716,3716,2216,-0.418,1611089896_38.csv,schedule_4
97,05:07.7,FALSE,LEFT,3467,1,1,1,1,TRUE,3467,3467,1967,-0.642,1611089896_38.csv,schedule_4
98,05:11.2,FALSE,LEFT,3456,1,0,0,1,TRUE,3456,3456,1956,-0.652,1611089896_38.csv,schedule_4
99,05:14.7,TRUE,RIGHT,3481,0,1,0,1,TRUE,3481,3481,1981,-0.629,1611089896_38.csv,schedule_4
0,58:21.6,FALSE,LEFT,2104,0,1,1,0,FALSE,2104,2104,604,-0.752,1611089899_97.csv,schedule_4
1,58:26.9,TRUE,RIGHT,5142,1,0,1,0,FALSE,5142,5142,3642,0.421,1611089899_97.csv,schedule_4
2,58:31.1,TRUE,RIGHT,4187,0,0,0,0,FALSE,4187,4187,2687,0.053,1611089899_97.csv,schedule_4
3,58:39.5,FALSE,LEFT,8296,0,0,0,0,FALSE,8296,8296,6796,1.639,1611089899_97.csv,schedule_4
4,58:43.7,TRUE,RIGHT,4329,0,0,0,0,FALSE,4329,4329,2829,0.107,1611089899_97.csv,schedule_4
5,58:47.0,FALSE,LEFT,3269,0,0,0,0,FALSE,3269,3269,1769,-0.302,1611089899_97.csv,schedule_4
6,58:50.3,TRUE,RIGHT,3213,0,0,0,0,FALSE,3213,3213,1713,-0.323,1611089899_97.csv,schedule_4
7,58:54.0,FALSE,LEFT,3723,0,0,0,0,FALSE,3723,3723,2223,-0.127,1611089899_97.csv,schedule_4
8,58:58.3,TRUE,RIGHT,4308,0,0,0,0,FALSE,4308,4308,2808,0.099,1611089899_97.csv,schedule_4
9,59:01.9,FALSE,LEFT,3627,0,0,0,0,FALSE,3627,3627,2127,-0.164,1611089899_97.csv,schedule_4
10,59:06.5,TRUE,RIGHT,4584,1,0,1,0,FALSE,4584,4584,3084,0.206,1611089899_97.csv,schedule_4
11,59:09.8,TRUE,RIGHT,3323,1,0,1,0,FALSE,3323,3323,1823,-0.281,1611089899_97.csv,schedule_4
12,59:13.0,TRUE,RIGHT,3164,1,1,1,1,FALSE,3164,3164,1664,-0.342,1611089899_97.csv,schedule_4
13,59:16.3,TRUE,RIGHT,3246,1,1,1,1,FALSE,3246,3246,1746,-0.311,1611089899_97.csv,schedule_4
14,59:19.1,TRUE,RIGHT,2887,1,1,1,1,FALSE,2887,2887,1387,-0.449,1611089899_97.csv,schedule_4
15,59:23.3,TRUE,RIGHT,4199,0,1,0,1,FALSE,4199,4199,2699,0.057,1611089899_97.csv,schedule_4
16,59:26.0,FALSE,LEFT,2907,0,0,0,0,FALSE,2907,2907,1407,-0.442,1611089899_97.csv,schedule_4
17,59:30.3,TRUE,RIGHT,4077,0,0,0,0,FALSE,4077,4077,2577,0.01,1611089899_97.csv,schedule_4
18,59:35.6,TRUE,RIGHT,5342,0,0,0,0,FALSE,5342,5342,3842,0.499,1611089899_97.csv,schedule_4
19,59:38.8,FALSE,LEFT,3163,0,0,0,0,FALSE,3163,3163,1663,-0.343,1611089899_97.csv,schedule_4
20,59:42.6,TRUE,RIGHT,3857,1,0,1,0,FALSE,3857,3857,2357,-0.075,1611089899_97.csv,schedule_4
21,59:46.2,TRUE,RIGHT,3575,1,0,1,0,FALSE,3575,3575,2075,-0.184,1611089899_97.csv,schedule_4
22,59:49.3,TRUE,RIGHT,3091,1,1,1,1,FALSE,3091,3091,1591,-0.371,1611089899_97.csv,schedule_4
23,59:53.5,TRUE,RIGHT,4181,1,1,1,1,FALSE,4181,4181,2681,0.05,1611089899_97.csv,schedule_4
24,59:56.7,TRUE,RIGHT,3211,1,1,1,1,FALSE,3211,3211,1711,-0.324,1611089899_97.csv,schedule_4
25,00:00.5,TRUE,RIGHT,3836,0,1,0,1,FALSE,3836,3836,2336,-0.083,1611089899_97.csv,schedule_4
26,00:04.0,FALSE,LEFT,3489,0,0,0,0,FALSE,3489,3489,1989,-0.217,1611089899_97.csv,schedule_4
27,00:09.4,TRUE,RIGHT,5343,0,0,0,0,FALSE,5343,5343,3843,0.499,1611089899_97.csv,schedule_4
28,00:12.4,FALSE,LEFT,3057,0,0,0,0,FALSE,3057,3057,1557,-0.384,1611089899_97.csv,schedule_4
29,00:15.9,FALSE,LEFT,3331,0,0,0,0,FALSE,3331,3331,1831,-0.278,1611089899_97.csv,schedule_4
30,00:34.6,TRUE,RIGHT,18902,0,0,0,0,FALSE,18902,18902,17402,5.734,1611089899_97.csv,schedule_4
31,00:38.1,FALSE,LEFT,3466,0,0,0,0,FALSE,3466,3466,1966,-0.226,1611089899_97.csv,schedule_4
32,00:41.0,TRUE,RIGHT,2990,0,0,0,0,FALSE,2990,2990,1490,-0.41,1611089899_97.csv,schedule_4
33,00:44.1,TRUE,RIGHT,3016,0,0,0,0,FALSE,3016,3016,1516,-0.4,1611089899_97.csv,schedule_4
34,00:47.5,TRUE,RIGHT,3368,1,0,1,0,FALSE,3368,3368,1868,-0.264,1611089899_97.csv,schedule_4
35,00:51.2,TRUE,RIGHT,3328,1,0,1,0,FALSE,3328,3328,1828,-0.279,1611089899_97.csv,schedule_4
36,00:53.7,TRUE,RIGHT,2904,1,1,1,1,FALSE,2904,2904,1404,-0.443,1611089899_97.csv,schedule_4
37,00:57.8,TRUE,RIGHT,4111,1,1,1,1,FALSE,4111,4111,2611,0.023,1611089899_97.csv,schedule_4
38,01:01.6,TRUE,RIGHT,3727,1,1,1,1,FALSE,3727,3727,2227,-0.125,1611089899_97.csv,schedule_4
39,01:04.3,TRUE,RIGHT,2811,0,1,0,1,FALSE,2811,2811,1311,-0.479,1611089899_97.csv,schedule_4
40,01:07.6,TRUE,RIGHT,3252,0,0,0,0,FALSE,3252,3252,1752,-0.308,1611089899_97.csv,schedule_4
41,01:10.3,TRUE,RIGHT,2822,1,0,1,0,FALSE,2822,2822,1322,-0.474,1611089899_97.csv,schedule_4
42,01:14.2,TRUE,RIGHT,3745,0,0,0,0,FALSE,3745,3745,2245,-0.118,1611089899_97.csv,schedule_4
43,01:17.9,FALSE,LEFT,3733,0,0,0,0,FALSE,3733,3733,2233,-0.123,1611089899_97.csv,schedule_4
44,01:21.8,TRUE,RIGHT,3859,0,1,0,1,FALSE,3859,3859,2359,-0.074,1611089899_97.csv,schedule_4
45,01:25.5,FALSE,LEFT,3749,0,0,0,0,FALSE,3749,3749,2249,-0.117,1611089899_97.csv,schedule_4
46,01:29.1,TRUE,RIGHT,3536,0,0,0,0,FALSE,3536,3536,2036,-0.199,1611089899_97.csv,schedule_4
47,01:32.2,TRUE,RIGHT,3194,0,0,0,0,FALSE,3194,3194,1694,-0.331,1611089899_97.csv,schedule_4
48,01:36.3,TRUE,RIGHT,4073,0,0,0,0,FALSE,4073,4073,2573,0.009,1611089899_97.csv,schedule_4
49,01:39.7,FALSE,LEFT,3388,0,0,0,0,FALSE,3388,3388,1888,-0.256,1611089899_97.csv,schedule_4
50,01:43.6,TRUE,RIGHT,3872,0,0,0,0,FALSE,3872,3872,2372,-0.069,1611089899_97.csv,schedule_4
