trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_Original,RT_Clipped,RT_Net,RT_zscore,subject_file,schedule
19,58:02.4,FALSE,LEFT,2767,0,0,0,0,TRUE,2767,2767,1267,-0.156,1611089823_51.csv,schedule_4
20,58:05.3,TRUE,RIGHT,2911,1,0,1,0,TRUE,2911,2911,1411,-0.149,1611089823_51.csv,schedule_4
21,58:08.0,TRUE,RIGHT,2640,1,0,1,0,TRUE,2640,2640,1140,-0.162,1611089823_51.csv,schedule_4
22,58:10.6,TRUE,RIGHT,2625,1,1,1,1,TRUE,2625,2625,1125,-0.162,1611089823_51.csv,schedule_4
23,58:13.1,TRUE,RIGHT,2550,1,1,1,1,TRUE,2550,2550,1050,-0.166,1611089823_51.csv,schedule_4
24,58:16.2,FALSE,LEFT,2745,1,1,1,1,TRUE,2745,2745,1245,-0.157,1611089823_51.csv,schedule_4
25,58:18.3,FALSE,LEFT,2363,1,0,0,1,TRUE,2363,2363,863,-0.175,1611089823_51.csv,schedule_4
26,58:21.5,FALSE,LEFT,3120,0,0,0,0,TRUE,3120,3120,1620,-0.139,1611089823_51.csv,schedule_4
27,58:24.5,FALSE,LEFT,3172,0,0,0,0,TRUE,3172,3172,1672,-0.137,1611089823_51.csv,schedule_4
28,58:27.4,TRUE,RIGHT,2872,0,0,0,0,TRUE,2872,2872,1372,-0.151,1611089823_51.csv,schedule_4
29,58:30.9,FALSE,LEFT,2775,0,0,0,0,TRUE,2775,2775,1275,-0.155,1611089823_51.csv,schedule_4
30,58:33.0,FALSE,LEFT,2798,0,0,0,0,TRUE,2798,2798,1298,-0.154,1611089823_51.csv,schedule_4
31,58:35.6,FALSE,LEFT,2618,0,0,0,0,TRUE,2618,2618,1118,-0.163,1611089823_51.csv,schedule_4
32,58:38.0,FALSE,LEFT,2407,0,0,0,0,TRUE,2407,2407,907,-0.173,1611089823_51.csv,schedule_4
33,58:42.1,FALSE,LEFT,3991,0,0,0,0,TRUE,3991,3991,2491,-0.099,1611089823_51.csv,schedule_4
34,58:44.8,FALSE,LEFT,2820,0,1,1,0,TRUE,2820,2820,1320,-0.153,1611089823_51.csv,schedule_4
35,58:48.6,FALSE,LEFT,3375,0,1,1,0,TRUE,3375,3375,1875,-0.128,1611089823_51.csv,schedule_4
36,58:51.3,TRUE,RIGHT,3051,1,1,1,1,TRUE,3051,3051,1551,-0.143,1611089823_51.csv,schedule_4
37,58:53.7,TRUE,RIGHT,2476,1,1,1,1,TRUE,2476,2476,976,-0.169,1611089823_51.csv,schedule_4
38,58:57.8,TRUE,RIGHT,4102,1,1,1,1,TRUE,4102,4102,2602,-0.094,1611089823_51.csv,schedule_4
39,59:00.8,TRUE,RIGHT,2970,0,1,0,1,TRUE,2970,2970,1470,-0.146,1611089823_51.csv,schedule_4
40,59:03.6,FALSE,LEFT,2453,0,0,0,0,TRUE,2453,2453,953,-0.17,1611089823_51.csv,schedule_4
41,59:05.6,TRUE,RIGHT,2355,1,0,1,0,TRUE,2355,2355,855,-0.175,1611089823_51.csv,schedule_4
42,59:08.9,TRUE,RIGHT,3172,0,0,0,0,TRUE,3172,3172,1672,-0.137,1611089823_51.csv,schedule_4
43,59:11.6,FALSE,LEFT,2790,0,0,0,0,TRUE,2790,2790,1290,-0.155,1611089823_51.csv,schedule_4
44,59:14.4,TRUE,RIGHT,2858,0,1,0,1,TRUE,2858,2858,1358,-0.152,1611089823_51.csv,schedule_4
45,59:17.1,TRUE,RIGHT,2648,0,0,0,0,TRUE,2648,2648,1148,-0.161,1611089823_51.csv,schedule_4
46,59:19.8,FALSE,LEFT,2766,0,0,0,0,TRUE,2766,2766,1266,-0.156,1611089823_51.csv,schedule_4
47,02:34.7,TRUE,RIGHT,194304,0,0,0,0,TRUE,194304,194304,192804,8.728,1611089823_51.csv,schedule_4
48,02:38.1,FALSE,LEFT,3397,0,0,0,0,TRUE,3397,3397,1897,-0.127,1611089823_51.csv,schedule_4
49,02:40.3,TRUE,RIGHT,2746,0,0,0,0,TRUE,2746,2746,1246,-0.157,1611089823_51.csv,schedule_4
50,02:43.2,TRUE,RIGHT,2925,0,0,0,0,TRUE,2925,2925,1425,-0.149,1611089823_51.csv,schedule_4
51,02:46.1,TRUE,RIGHT,2512,0,0,0,0,TRUE,2512,2512,1012,-0.168,1611089823_51.csv,schedule_4
52,02:48.1,FALSE,LEFT,2378,0,0,0,0,TRUE,2378,2378,878,-0.174,1611089823_51.csv,schedule_4
53,02:50.9,FALSE,LEFT,2752,0,1,1,0,TRUE,2752,2752,1252,-0.157,1611089823_51.csv,schedule_4
54,03:02.1,TRUE,RIGHT,11108,0,1,0,1,TRUE,11108,11108,9608,0.231,1611089823_51.csv,schedule_4
55,04:43.7,FALSE,LEFT,101212,0,0,0,0,TRUE,101212,101212,99712,4.41,1611089823_51.csv,schedule_4
56,04:45.7,TRUE,RIGHT,2415,0,1,0,1,TRUE,2415,2415,915,-0.172,1611089823_51.csv,schedule_4
57,04:48.4,TRUE,RIGHT,2851,0,0,0,0,TRUE,2851,2851,1351,-0.152,1611089823_51.csv,schedule_4
58,04:51.3,TRUE,RIGHT,2887,0,0,0,0,TRUE,2887,2887,1387,-0.15,1611089823_51.csv,schedule_4
59,04:54.3,TRUE,RIGHT,2933,0,0,0,0,TRUE,2933,2933,1433,-0.148,1611089823_51.csv,schedule_4
60,04:58.0,FALSE,LEFT,3652,0,0,0,0,TRUE,3652,3652,2152,-0.115,1611089823_51.csv,schedule_4
61,05:00.9,FALSE,LEFT,2948,0,1,1,0,TRUE,2948,2948,1448,-0.147,1611089823_51.csv,schedule_4
62,05:03.4,FALSE,LEFT,2490,1,0,0,1,TRUE,2490,2490,990,-0.169,1611089823_51.csv,schedule_4
63,05:06.3,FALSE,LEFT,2927,0,0,0,0,TRUE,2927,2927,1427,-0.148,1611089823_51.csv,schedule_4
64,05:09.1,TRUE,RIGHT,2854,0,0,0,0,TRUE,2854,2854,1354,-0.152,1611089823_51.csv,schedule_4
65,05:12.1,FALSE,LEFT,2693,0,0,0,0,TRUE,2693,2693,1193,-0.159,1611089823_51.csv,schedule_4
66,05:14.7,FALSE,LEFT,2836,0,0,0,0,TRUE,2836,2836,1336,-0.153,1611089823_51.csv,schedule_4
67,05:17.5,TRUE,RIGHT,2895,0,0,0,0,TRUE,2895,2895,1395,-0.15,1611089823_51.csv,schedule_4
68,05:20.0,FALSE,LEFT,2423,0,1,1,0,TRUE,2423,2423,923,-0.172,1611089823_51.csv,schedule_4
69,05:22.5,TRUE,RIGHT,2519,0,1,0,1,TRUE,2519,2519,1019,-0.167,1611089823_51.csv,schedule_4
70,05:25.7,FALSE,LEFT,3098,0,0,0,0,TRUE,3098,3098,1598,-0.14,1611089823_51.csv,schedule_4
71,05:28.5,TRUE,RIGHT,2715,0,1,0,1,TRUE,2715,2715,1215,-0.158,1611089823_51.csv,schedule_4
72,05:33.4,FALSE,LEFT,5062,0,0,0,0,TRUE,5062,5062,3562,-0.049,1611089823_51.csv,schedule_4
73,05:36.7,TRUE,RIGHT,2821,0,0,0,0,TRUE,2821,2821,1321,-0.153,1611089823_51.csv,schedule_4
74,05:39.1,FALSE,LEFT,2954,0,0,0,0,TRUE,2954,2954,1454,-0.147,1611089823_51.csv,schedule_4
75,05:41.9,TRUE,RIGHT,2753,0,0,0,0,TRUE,2753,2753,1253,-0.156,1611089823_51.csv,schedule_4
76,05:44.7,TRUE,RIGHT,2776,0,0,0,0,TRUE,2776,2776,1276,-0.155,1611089823_51.csv,schedule_4
77,05:47.4,TRUE,RIGHT,2730,0,0,0,0,TRUE,2730,2730,1230,-0.158,1611089823_51.csv,schedule_4
78,05:51.0,FALSE,LEFT,2782,0,0,0,0,TRUE,2782,2782,1282,-0.155,1611089823_51.csv,schedule_4
79,05:52.6,FALSE,LEFT,2415,0,0,0,0,TRUE,2415,2415,915,-0.172,1611089823_51.csv,schedule_4
80,05:55.2,FALSE,LEFT,2610,0,0,0,0,TRUE,2610,2610,1110,-0.163,1611089823_51.csv,schedule_4
81,05:58.4,FALSE,LEFT,3218,0,0,0,0,TRUE,3218,3218,1718,-0.135,1611089823_51.csv,schedule_4
82,06:27.7,FALSE,LEFT,28665,0,1,1,0,TRUE,28665,28665,27165,1.045,1611089823_51.csv,schedule_4
83,06:31.4,TRUE,RIGHT,4185,0,1,0,1,TRUE,4185,4185,2685,-0.09,1611089823_51.csv,schedule_4
84,06:34.1,TRUE,RIGHT,2843,0,0,0,0,TRUE,2843,2843,1343,-0.152,1611089823_51.csv,schedule_4
85,06:36.8,TRUE,RIGHT,2646,0,0,0,0,TRUE,2646,2646,1146,-0.161,1611089823_51.csv,schedule_4
86,06:39.7,TRUE,RIGHT,2889,0,0,0,0,TRUE,2889,2889,1389,-0.15,1611089823_51.csv,schedule_4
87,06:42.3,FALSE,LEFT,2586,0,0,0,0,TRUE,2586,2586,1086,-0.164,1611089823_51.csv,schedule_4
88,06:45.0,FALSE,LEFT,2790,0,0,0,0,TRUE,2790,2790,1290,-0.155,1611089823_51.csv,schedule_4
89,06:47.5,FALSE,LEFT,2498,0,0,0,0,TRUE,2498,2498,998,-0.168,1611089823_51.csv,schedule_4
90,06:49.9,FALSE,LEFT,2355,0,0,0,0,TRUE,2355,2355,855,-0.175,1611089823_51.csv,schedule_4
91,06:52.7,FALSE,LEFT,2708,0,0,0,0,TRUE,2708,2708,1208,-0.159,1611089823_51.csv,schedule_4
92,06:55.7,FALSE,LEFT,3134,0,1,1,0,TRUE,3134,3134,1634,-0.139,1611089823_51.csv,schedule_4
93,06:58.3,FALSE,LEFT,2543,0,1,1,0,TRUE,2543,2543,1043,-0.166,1611089823_51.csv,schedule_4
94,07:01.0,FALSE,LEFT,2707,1,0,0,1,TRUE,2707,2707,1207,-0.159,1611089823_51.csv,schedule_4
95,07:03.8,FALSE,LEFT,2836,1,0,0,1,TRUE,2836,2836,1336,-0.153,1611089823_51.csv,schedule_4
96,07:06.6,FALSE,LEFT,2354,1,0,0,1,TRUE,2354,2354,854,-0.175,1611089823_51.csv,schedule_4
97,07:08.6,FALSE,LEFT,2475,1,1,1,1,TRUE,2475,2475,975,-0.169,1611089823_51.csv,schedule_4
98,07:12.6,TRUE,RIGHT,3263,0,1,0,1,TRUE,3263,3263,1763,-0.133,1611089823_51.csv,schedule_4
99,07:16.5,FALSE,LEFT,4305,1,0,0,1,TRUE,4305,4305,2805,-0.085,1611089823_51.csv,schedule_4
0,57:24.4,FALSE,LEFT,2552,0,1,1,0,FALSE,2552,2552,1052,-0.128,1611089840_100.csv,schedule_4
1,57:27.8,TRUE,RIGHT,3270,1,0,1,0,FALSE,3270,3270,1770,0.123,1611089840_100.csv,schedule_4
2,57:32.0,TRUE,RIGHT,3101,0,0,0,0,FALSE,3101,3101,1601,0.064,1611089840_100.csv,schedule_4
3,57:33.8,TRUE,RIGHT,3007,0,0,0,0,FALSE,3007,3007,1507,0.031,1611089840_100.csv,schedule_4
4,57:36.4,FALSE,LEFT,2664,0,0,0,0,FALSE,2664,2664,1164,-0.089,1611089840_100.csv,schedule_4
5,57:38.9,FALSE,LEFT,2471,0,0,0,0,FALSE,2471,2471,971,-0.156,1611089840_100.csv,schedule_4
6,57:42.7,FALSE,LEFT,2427,0,0,0,0,FALSE,2427,2427,927,-0.172,1611089840_100.csv,schedule_4
7,57:44.2,TRUE,RIGHT,2859,0,0,0,0,FALSE,2859,2859,1359,-0.021,1611089840_100.csv,schedule_4
8,57:46.8,FALSE,LEFT,2539,0,0,0,0,FALSE,2539,2539,1039,-0.133,1611089840_100.csv,schedule_4
9,57:49.3,TRUE,RIGHT,2532,0,0,0,0,FALSE,2532,2532,1032,-0.135,1611089840_100.csv,schedule_4
10,57:52.9,TRUE,RIGHT,2416,1,0,1,0,FALSE,2416,2416,916,-0.176,1611089840_100.csv,schedule_4
11,57:54.6,FALSE,LEFT,2966,0,1,1,0,FALSE,2966,2966,1466,0.017,1611089840_100.csv,schedule_4
12,57:57.1,TRUE,RIGHT,2520,1,1,1,1,FALSE,2520,2520,1020,-0.139,1611089840_100.csv,schedule_4
13,57:59.7,TRUE,RIGHT,2532,1,1,1,1,FALSE,2532,2532,1032,-0.135,1611089840_100.csv,schedule_4
14,58:03.1,FALSE,LEFT,2252,1,1,1,1,FALSE,2252,2252,752,-0.233,1611089840_100.csv,schedule_4
15,58:04.5,TRUE,RIGHT,2609,0,1,0,1,FALSE,2609,2609,1109,-0.108,1611089840_100.csv,schedule_4
16,58:06.9,FALSE,LEFT,2338,0,0,0,0,FALSE,2338,2338,838,-0.203,1611089840_100.csv,schedule_4
17,58:09.4,TRUE,RIGHT,2571,0,0,0,0,FALSE,2571,2571,1071,-0.121,1611089840_100.csv,schedule_4
18,58:13.4,FALSE,LEFT,2344,0,0,0,0,FALSE,2344,2344,844,-0.201,1611089840_100.csv,schedule_4
19,58:14.7,TRUE,RIGHT,2899,0,0,0,0,FALSE,2899,2899,1399,-0.007,1611089840_100.csv,schedule_4
20,58:17.1,FALSE,LEFT,2435,0,1,1,0,FALSE,2435,2435,935,-0.169,1611089840_100.csv,schedule_4
21,58:19.4,TRUE,RIGHT,2309,1,0,1,0,FALSE,2309,2309,809,-0.213,1611089840_100.csv,schedule_4
22,58:22.9,FALSE,LEFT,2273,1,1,1,1,FALSE,2273,2273,773,-0.226,1611089840_100.csv,schedule_4
23,58:24.1,TRUE,RIGHT,2421,1,1,1,1,FALSE,2421,2421,921,-0.174,1611089840_100.csv,schedule_4
24,58:26.5,FALSE,LEFT,2429,1,1,1,1,FALSE,2429,2429,929,-0.171,1611089840_100.csv,schedule_4
25,58:29.0,TRUE,RIGHT,2389,0,1,0,1,FALSE,2389,2389,889,-0.185,1611089840_100.csv,schedule_4
26,58:32.4,FALSE,LEFT,2276,0,0,0,0,FALSE,2276,2276,776,-0.225,1611089840_100.csv,schedule_4
27,58:34.2,TRUE,RIGHT,3016,0,0,0,0,FALSE,3016,3016,1516,0.034,1611089840_100.csv,schedule_4
28,58:37.0,FALSE,LEFT,2759,0,0,0,0,FALSE,2759,2759,1259,-0.056,1611089840_100.csv,schedule_4
29,58:39.2,FALSE,LEFT,2161,0,0,0,0,FALSE,2161,2161,661,-0.265,1611089840_100.csv,schedule_4
30,58:42.7,TRUE,RIGHT,2383,0,0,0,0,FALSE,2383,2383,883,-0.187,1611089840_100.csv,schedule_4
31,58:44.1,FALSE,LEFT,2551,0,0,0,0,FALSE,2551,2551,1051,-0.128,1611089840_100.csv,schedule_4
32,58:46.5,TRUE,RIGHT,2437,0,0,0,0,FALSE,2437,2437,937,-0.168,1611089840_100.csv,schedule_4
33,58:48.9,TRUE,RIGHT,2350,0,0,0,0,FALSE,2350,2350,850,-0.199,1611089840_100.csv,schedule_4
34,58:52.6,TRUE,RIGHT,2494,1,0,1,0,FALSE,2494,2494,994,-0.148,1611089840_100.csv,schedule_4
35,58:54.0,TRUE,RIGHT,2633,1,0,1,0,FALSE,2633,2633,1133,-0.1,1611089840_100.csv,schedule_4
36,58:57.5,TRUE,RIGHT,3351,1,1,1,1,FALSE,3351,3351,1851,0.151,1611089840_100.csv,schedule_4
37,59:02.4,TRUE,RIGHT,3158,1,1,1,1,FALSE,3158,3158,1658,0.084,1611089840_100.csv,schedule_4
38,59:03.2,TRUE,RIGHT,2652,1,1,1,1,FALSE,2652,2652,1152,-0.093,1611089840_100.csv,schedule_4
39,59:05.8,TRUE,RIGHT,2570,0,1,0,1,FALSE,2570,2570,1070,-0.122,1611089840_100.csv,schedule_4
40,59:08.3,FALSE,LEFT,2424,0,0,0,0,FALSE,2424,2424,924,-0.173,1611089840_100.csv,schedule_4
41,59:11.9,TRUE,RIGHT,2471,1,0,1,0,FALSE,2471,2471,971,-0.156,1611089840_100.csv,schedule_4
42,59:15.3,FALSE,LEFT,4506,0,0,0,0,FALSE,4506,4506,3006,0.556,1611089840_100.csv,schedule_4
43,59:17.7,TRUE,RIGHT,2501,0,0,0,0,FALSE,2501,2501,1001,-0.146,1611089840_100.csv,schedule_4
44,59:22.5,FALSE,LEFT,3571,1,0,0,1,FALSE,3571,3571,2071,0.228,1611089840_100.csv,schedule_4
45,59:23.9,TRUE,RIGHT,2573,0,0,0,0,FALSE,2573,2573,1073,-0.121,1611089840_100.csv,schedule_4
46,59:27.0,FALSE,LEFT,3185,0,0,0,0,FALSE,3185,3185,1685,0.093,1611089840_100.csv,schedule_4
47,59:59.2,TRUE,RIGHT,31016,0,0,0,0,FALSE,31016,31016,29516,9.83,1611089840_100.csv,schedule_4
48,00:00.5,FALSE,LEFT,2501,0,0,0,0,FALSE,2501,2501,1001,-0.146,1611089840_100.csv,schedule_4
49,00:03.2,TRUE,RIGHT,2607,0,0,0,0,FALSE,2607,2607,1107,-0.109,1611089840_100.csv,schedule_4
50,00:05.6,FALSE,LEFT,2546,0,0,0,0,FALSE,2546,2546,1046,-0.13,1611089840_100.csv,schedule_4
51,00:08.2,TRUE,RIGHT,2552,0,0,0,0,FALSE,2552,2552,1052,-0.128,1611089840_100.csv,schedule_4
52,00:12.3,FALSE,LEFT,2777,0,0,0,0,FALSE,2777,2777,1277,-0.049,1611089840_100.csv,schedule_4
53,00:13.5,TRUE,RIGHT,2488,1,0,1,0,FALSE,2488,2488,988,-0.15,1611089840_100.csv,schedule_4
54,00:16.1,FALSE,LEFT,2604,1,0,0,1,FALSE,2604,2604,1104,-0.11,1611089840_100.csv,schedule_4
55,00:18.8,TRUE,RIGHT,2666,0,0,0,0,FALSE,2666,2666,1166,-0.088,1611089840_100.csv,schedule_4
56,00:22.7,FALSE,LEFT,2655,1,0,0,1,FALSE,2655,2655,1155,-0.092,1611089840_100.csv,schedule_4
57,00:23.9,TRUE,RIGHT,2466,0,0,0,0,FALSE,2466,2466,966,-0.158,1611089840_100.csv,schedule_4
58,00:26.8,TRUE,RIGHT,2913,0,0,0,0,FALSE,2913,2913,1413,-0.002,1611089840_100.csv,schedule_4
59,00:29.4,FALSE,LEFT,2678,0,0,0,0,FALSE,2678,2678,1178,-0.084,1611089840_100.csv,schedule_4
60,00:33.2,TRUE,RIGHT,2384,0,0,0,0,FALSE,2384,2384,884,-0.187,1611089840_100.csv,schedule_4
61,00:34.5,FALSE,LEFT,2626,0,1,1,0,FALSE,2626,2626,1126,-0.102,1611089840_100.csv,schedule_4
62,00:37.3,TRUE,RIGHT,2814,0,1,0,1,FALSE,2814,2814,1314,-0.036,1611089840_100.csv,schedule_4
63,00:40.2,FALSE,LEFT,2937,0,0,0,0,FALSE,2937,2937,1437,0.007,1611089840_100.csv,schedule_4
64,00:42.8,TRUE,RIGHT,2560,0,0,0,0,FALSE,2560,2560,1060,-0.125,1611089840_100.csv,schedule_4
65,00:45.5,FALSE,LEFT,2731,0,0,0,0,FALSE,2731,2731,1231,-0.065,1611089840_100.csv,schedule_4
66,00:48.0,TRUE,RIGHT,2474,0,0,0,0,FALSE,2474,2474,974,-0.155,1611089840_100.csv,schedule_4
67,00:52.1,FALSE,LEFT,2830,0,0,0,0,FALSE,2830,2830,1330,-0.031,1611089840_100.csv,schedule_4
68,00:53.2,TRUE,RIGHT,2443,1,0,1,0,FALSE,2443,2443,943,-0.166,1611089840_100.csv,schedule_4
69,00:55.7,FALSE,LEFT,2483,1,0,0,1,FALSE,2483,2483,983,-0.152,1611089840_100.csv,schedule_4
70,00:58.2,TRUE,RIGHT,2430,0,0,0,0,FALSE,2430,2430,930,-0.171,1611089840_100.csv,schedule_4
71,01:00.5,FALSE,LEFT,2369,1,0,0,1,FALSE,2369,2369,869,-0.192,1611089840_100.csv,schedule_4
72,01:03.1,TRUE,RIGHT,2528,0,0,0,0,FALSE,2528,2528,1028,-0.136,1611089840_100.csv,schedule_4
73,01:05.4,FALSE,LEFT,2360,0,0,0,0,FALSE,2360,2360,860,-0.195,1611089840_100.csv,schedule_4
74,01:07.9,TRUE,RIGHT,2495,0,0,0,0,FALSE,2495,2495,995,-0.148,1611089840_100.csv,schedule_4
75,01:10.3,FALSE,LEFT,2355,0,0,0,0,FALSE,2355,2355,855,-0.197,1611089840_100.csv,schedule_4
76,01:12.9,TRUE,RIGHT,2629,0,0,0,0,FALSE,2629,2629,1129,-0.101,1611089840_100.csv,schedule_4
77,01:15.7,FALSE,LEFT,2768,0,0,0,0,FALSE,2768,2768,1268,-0.052,1611089840_100.csv,schedule_4
78,01:18.1,TRUE,RIGHT,2417,0,0,0,0,FALSE,2417,2417,917,-0.175,1611089840_100.csv,schedule_4
79,01:20.5,FALSE,LEFT,2389,0,0,0,0,FALSE,2389,2389,889,-0.185,1611089840_100.csv,schedule_4
80,01:23.2,TRUE,RIGHT,2718,0,0,0,0,FALSE,2718,2718,1218,-0.07,1611089840_100.csv,schedule_4
81,01:25.6,FALSE,LEFT,2434,0,0,0,0,FALSE,2434,2434,934,-0.169,1611089840_100.csv,schedule_4
82,01:28.1,TRUE,RIGHT,2478,1,0,1,0,FALSE,2478,2478,978,-0.154,1611089840_100.csv,schedule_4
83,01:32.2,TRUE,RIGHT,2739,0,1,0,1,FALSE,2739,2739,1239,-0.063,1611089840_100.csv,schedule_4
84,01:34.1,TRUE,RIGHT,3269,0,0,0,0,FALSE,3269,3269,1769,0.123,1611089840_100.csv,schedule_4
85,01:37.5,FALSE,LEFT,3141,0,0,0,0,FALSE,3141,3141,1641,0.078,1611089840_100.csv,schedule_4
86,01:39.8,TRUE,RIGHT,2552,0,0,0,0,FALSE,2552,2552,1052,-0.128,1611089840_100.csv,schedule_4
87,01:44.1,FALSE,LEFT,3210,0,0,0,0,FALSE,3210,3210,1710,0.102,1611089840_100.csv,schedule_4
88,01:45.6,TRUE,RIGHT,2592,0,0,0,0,FALSE,2592,2592,1092,-0.114,1611089840_100.csv,schedule_4
89,01:48.0,FALSE,LEFT,2358,0,0,0,0,FALSE,2358,2358,858,-0.196,1611089840_100.csv,schedule_4
90,01:50.4,TRUE,RIGHT,2401,0,0,0,0,FALSE,2401,2401,901,-0.181,1611089840_100.csv,schedule_4
91,01:54.9,TRUE,RIGHT,3423,0,0,0,0,FALSE,3423,3423,1923,0.177,1611089840_100.csv,schedule_4
92,01:56.6,FALSE,LEFT,2850,0,1,1,0,FALSE,2850,2850,1350,-0.024,1611089840_100.csv,schedule_4
93,01:59.1,TRUE,RIGHT,2507,1,0,1,0,FALSE,2507,2507,1007,-0.144,1611089840_100.csv,schedule_4
94,02:02.9,TRUE,RIGHT,2400,0,1,0,1,FALSE,2400,2400,900,-0.181,1611089840_100.csv,schedule_4
95,02:04.1,FALSE,LEFT,2568,1,0,0,1,FALSE,2568,2568,1068,-0.122,1611089840_100.csv,schedule_4
96,02:06.5,TRUE,RIGHT,2348,0,1,0,1,FALSE,2348,2348,848,-0.199,1611089840_100.csv,schedule_4
97,02:08.8,FALSE,LEFT,2365,1,1,1,1,FALSE,2365,2365,865,-0.193,1611089840_100.csv,schedule_4
98,02:12.4,TRUE,RIGHT,2262,0,1,0,1,FALSE,2262,2262,762,-0.23,1611089840_100.csv,schedule_4
99,02:13.6,TRUE,RIGHT,2547,0,1,0,1,FALSE,2547,2547,1047,-0.13,1611089840_100.csv,schedule_4
0,58:08.1,FALSE,RIGHT,5749,0,1,1,0,TRUE,5749,5749,4249,5.734,1611089881_64.csv,schedule_4
1,58:13.4,FALSE,RIGHT,5319,0,1,1,0,TRUE,5319,5319,3819,4.901,1611089881_64.csv,schedule_4
2,58:17.2,FALSE,RIGHT,3785,0,0,0,0,TRUE,3785,3785,2285,1.927,1611089881_64.csv,schedule_4
3,58:21.4,TRUE,LEFT,4231,0,0,0,0,TRUE,4231,4231,2731,2.792,1611089881_64.csv,schedule_4
4,58:24.8,TRUE,LEFT,3360,0,0,0,0,TRUE,3360,3360,1860,1.104,1611089881_64.csv,schedule_4
5,58:27.4,FALSE,RIGHT,2760,0,0,0,0,TRUE,2760,2760,1260,-0.059,1611089881_64.csv,schedule_4
6,58:30.4,FALSE,RIGHT,3000,0,0,0,0,TRUE,3000,3000,1500,0.406,1611089881_64.csv,schedule_4
7,58:33.3,FALSE,RIGHT,2896,0,0,0,0,TRUE,2896,2896,1396,0.204,1611089881_64.csv,schedule_4
8,58:35.9,FALSE,RIGHT,2592,0,0,0,0,TRUE,2592,2592,1092,-0.385,1611089881_64.csv,schedule_4
9,58:38.9,FALSE,RIGHT,2928,0,0,0,0,TRUE,2928,2928,1428,0.266,1611089881_64.csv,schedule_4
10,58:41.6,FALSE,RIGHT,2735,0,1,1,0,TRUE,2735,2735,1235,-0.108,1611089881_64.csv,schedule_4
11,58:44.9,TRUE,LEFT,3192,1,0,1,0,TRUE,3192,3192,1692,0.778,1611089881_64.csv,schedule_4
12,58:48.5,FALSE,RIGHT,3665,1,1,1,1,TRUE,3665,3665,2165,1.695,1611089881_64.csv,schedule_4
13,58:52.0,TRUE,LEFT,3456,1,1,1,1,TRUE,3456,3456,1956,1.29,1611089881_64.csv,schedule_4
14,58:54.8,FALSE,RIGHT,2960,1,1,1,1,TRUE,2960,2960,1460,0.329,1611089881_64.csv,schedule_4
15,58:58.1,TRUE,LEFT,3072,0,1,0,1,TRUE,3072,3072,1572,0.546,1611089881_64.csv,schedule_4
16,59:00.9,TRUE,LEFT,2935,0,0,0,0,TRUE,2935,2935,1435,0.28,1611089881_64.csv,schedule_4
17,59:04.2,FALSE,RIGHT,3201,0,0,0,0,TRUE,3201,3201,1701,0.796,1611089881_64.csv,schedule_4
18,59:06.8,FALSE,RIGHT,2728,0,0,0,0,TRUE,2728,2728,1228,-0.121,1611089881_64.csv,schedule_4
19,59:09.5,FALSE,RIGHT,2672,0,0,0,0,TRUE,2672,2672,1172,-0.23,1611089881_64.csv,schedule_4
20,59:12.0,FALSE,RIGHT,2552,0,1,1,0,TRUE,2552,2552,1052,-0.462,1611089881_64.csv,schedule_4
21,59:14.5,FALSE,RIGHT,2504,0,1,1,0,TRUE,2504,2504,1004,-0.555,1611089881_64.csv,schedule_4
22,59:17.2,TRUE,LEFT,2672,1,1,1,1,TRUE,2672,2672,1172,-0.23,1611089881_64.csv,schedule_4
23,59:20.1,FALSE,RIGHT,2912,1,1,1,1,TRUE,2912,2912,1412,0.235,1611089881_64.csv,schedule_4
24,59:22.8,TRUE,LEFT,2695,1,1,1,1,TRUE,2695,2695,1195,-0.185,1611089881_64.csv,schedule_4
25,59:25.6,FALSE,RIGHT,2800,1,0,0,1,TRUE,2800,2800,1300,0.018,1611089881_64.csv,schedule_4
26,59:28.6,TRUE,LEFT,2993,0,0,0,0,TRUE,2993,2993,1493,0.392,1611089881_64.csv,schedule_4
27,59:31.6,TRUE,LEFT,2959,0,0,0,0,TRUE,2959,2959,1459,0.327,1611089881_64.csv,schedule_4
28,59:34.3,FALSE,RIGHT,2736,0,0,0,0,TRUE,2736,2736,1236,-0.106,1611089881_64.csv,schedule_4
29,59:37.0,TRUE,LEFT,2705,0,0,0,0,TRUE,2705,2705,1205,-0.166,1611089881_64.csv,schedule_4
30,59:39.4,TRUE,LEFT,2367,0,0,0,0,TRUE,2367,2367,867,-0.821,1611089881_64.csv,schedule_4
31,59:41.8,TRUE,LEFT,2424,0,0,0,0,TRUE,2424,2424,924,-0.71,1611089881_64.csv,schedule_4
32,59:44.2,TRUE,LEFT,2400,0,0,0,0,TRUE,2400,2400,900,-0.757,1611089881_64.csv,schedule_4
33,59:46.6,TRUE,LEFT,2472,0,0,0,0,TRUE,2472,2472,972,-0.617,1611089881_64.csv,schedule_4
34,59:49.1,TRUE,LEFT,2400,1,0,1,0,TRUE,2400,2400,900,-0.757,1611089881_64.csv,schedule_4
